p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SSH2	9.99561144304382e-47	0.382996451925221	0.58	0.515	1.50483930275025e-42	Per	SSH2
PDS5B	1.17646795615275e-46	0.306546206748807	0.587	0.508	1.77117250798796e-42	Per	PDS5B
MAGED11	5.55621391746028e-46	0.397081507216999	0.268	0.19	8.36488005273645e-42	Per	MAGED1
PGAP11	1.3444789810711e-45	0.544211795936565	0.266	0.189	2.02411310600254e-41	Per	PGAP1
SMC5	1.7481326307277e-45	0.338354063134084	0.481	0.407	2.63181367556056e-41	Per	SMC5
TRIM37	3.89462194397227e-45	0.32037019351097	0.259	0.183	5.86335333665025e-41	Per	TRIM37
COMT	2.39609665121675e-44	0.315671405662031	0.282	0.204	3.60732350840681e-40	Per	COMT
HIVEP2	2.76005623054108e-44	0.303255161923056	0.548	0.468	4.1552646550796e-40	Per	HIVEP2
NAV1	4.82487805116473e-44	0.302447773295115	0.434	0.343	7.2638539060285e-40	Per	NAV1
EP300	1.17460255473702e-43	0.318102375264895	0.456	0.381	1.76836414615658e-39	Per	EP300
PCM1	1.17880624140861e-42	0.282635062389026	0.635	0.578	1.77469279644066e-38	Per	PCM1
NMD3	1.32570387879053e-42	0.444747727767816	0.252	0.182	1.99584718951914e-38	Per	NMD3
CIRBP	3.94556491777751e-42	0.329579951302726	0.373	0.295	5.94004798371404e-38	Per	CIRBP
EPC2	4.27867786827241e-42	0.309096063269922	0.467	0.392	6.44154953068411e-38	Per	EPC2
TLN1	1.84666421973567e-41	0.253496296512762	0.274	0.198	2.78015298281205e-37	Per	TLN1
CYSTM1	7.41974581082348e-41	0.283751128359623	0.372	0.29	1.11704273181948e-36	Per	CYSTM1
FER	1.066001150922e-40	0.264398396793232	0.629	0.557	1.60486473271307e-36	Per	FER
NHSL1	1.15553057496475e-40	0.480482293942938	0.358	0.292	1.73965128060944e-36	Per	NHSL1
NIN	1.27734514948985e-40	0.317101328462442	0.32	0.242	1.92304312255696e-36	Per	NIN
PER1	1.38949748546753e-40	0.275519544115281	0.344	0.268	2.09188846437137e-36	Per	PER1
GNA12	2.71424527689034e-40	0.303312535968322	0.312	0.236	4.0862962643584e-36	Per	GNA12
NR1D2	1.58743463617829e-39	0.346629133175479	0.294	0.222	2.38988284476642e-35	Per	NR1D2
SP3	3.06443349651446e-39	0.32064889281702	0.394	0.32	4.61350462900251e-35	Per	SP3
ANAPC16	1.24447950515421e-38	0.306904114986627	0.469	0.395	1.87356389500966e-34	Per	ANAPC16
STAT6	2.31419261118224e-38	0.29970274214636	0.305	0.231	3.48401697613486e-34	Per	STAT6
CCNH	9.23086072965642e-38	0.33007544842521	0.615	0.559	1.38970608284977e-33	Per	CCNH
PRKN	1.83314905421351e-37	0.377208913875551	0.538	0.479	2.75980590111845e-33	Per	PRKN
CHM	2.63591420719347e-37	0.310718510209829	0.357	0.288	3.96836883892977e-33	Per	CHM
PUM1	4.20064598511571e-37	0.260642270852812	0.589	0.532	6.32407253059171e-33	Per	PUM1
CTDSP2	6.87895394882125e-37	0.280076211714785	0.301	0.232	1.03562651699504e-32	Per	CTDSP2
GLUD1	7.16299248357246e-37	0.324989732098319	0.372	0.3	1.07838851840183e-32	Per	GLUD1
FKBP51	1.2708538204459e-36	0.365721450162946	0.705	0.679	1.9132704266813e-32	Per	FKBP5
SOBP1	1.52787011341809e-36	0.31142392563251	0.44	0.365	2.30020845575093e-32	Per	SOBP
RIPK1	2.82614112043056e-36	0.295258666522355	0.279	0.21	4.25475545680821e-32	Per	RIPK1
CYP20A1	4.38353397784672e-36	0.316788500844268	0.336	0.267	6.59941040364823e-32	Per	CYP20A1
TET2	6.93050752252704e-36	0.300924474034223	0.357	0.287	1.04338790751645e-31	Per	TET2
ENSA	1.19174640520795e-35	0.302442322330633	0.444	0.376	1.79417421304057e-31	Per	ENSA
DKK31	3.28533149081812e-35	0.251330374718803	0.262	0.19	4.94606655942669e-31	Per	DKK3
ADAMTS91	8.72566833935107e-35	1.25882672234334	0.401	0.35	1.3136493684893e-30	Per	ADAMTS9
SEPT10	6.6676837459921e-34	0.280208815065775	0.265	0.198	1.00381978795911e-29	Per	SEPT10
NUMA1	7.58349410137605e-34	0.261185168252555	0.331	0.263	1.14169503696216e-29	Per	NUMA1
YWHAQ	1.0128534570515e-33	0.266281401290633	0.332	0.263	1.52485087959103e-29	Per	YWHAQ
ZBTB11	2.7645448074021e-33	0.306928000603108	0.408	0.346	4.16202220754386e-29	Per	ZBTB1
PANK2	6.64757018879164e-33	0.26650827812952	0.263	0.198	1.00079169192258e-28	Per	PANK2
TDRP1	6.92606081622809e-33	0.274725309469183	0.372	0.3	1.04271845588314e-28	Per	TDRP
ZNF385B1	1.2777826260272e-32	0.358801591743053	0.347	0.275	1.92370174348395e-28	Per	ZNF385B
PI4KA	2.57719044818236e-32	0.251372557446299	0.509	0.442	3.87996021973854e-28	Per	PI4KA
CHSY31	4.3349884105966e-32	0.287962162641811	0.321	0.248	6.52632505215318e-28	Per	CHSY3
NUCKS1	4.35460012664356e-32	0.266156530688936	0.475	0.41	6.55585049066188e-28	Per	NUCKS1
CUL1	8.79495128619279e-32	0.26421173698443	0.487	0.427	1.32407991613632e-27	Per	CUL1
TRPC11	4.2945113940517e-31	0.280869725521755	0.431	0.366	6.46538690374484e-27	Per	TRPC1
PKD2	1.30102583561024e-30	0.269227091784729	0.423	0.355	1.95869439551121e-26	Per	PKD2
RBMX	1.32618459361372e-30	0.268109015311499	0.4	0.336	1.99657090568546e-26	Per	RBMX
CPT1A	3.02112522160893e-30	0.298145727180402	0.428	0.366	4.54830402113224e-26	Per	CPT1A
EZH1	5.19637975086995e-30	0.289450956628674	0.299	0.238	7.82314971493471e-26	Per	EZH1
PHF20	7.78869017413779e-30	0.253691626182479	0.403	0.336	1.17258730571644e-25	Per	PHF20
UBE2E3	2.31817592836427e-29	0.289496125829364	0.331	0.266	3.49001386015241e-25	Per	UBE2E3
SLAIN2	4.38335884140889e-29	0.275168826340899	0.323	0.261	6.59914673574109e-25	Per	SLAIN2
TMEM168	5.29824792110974e-29	0.286689381213428	0.259	0.199	7.97651224523072e-25	Per	TMEM168
PKIG	4.7301477960864e-28	0.265144255850928	0.307	0.244	7.12123750700807e-24	Per	PKIG
PHF21A1	1.11702436061237e-27	0.288295274918835	0.599	0.55	1.68168017490193e-23	Per	PHF21A
AEBP2	1.90801161969503e-27	0.268925674908408	0.407	0.345	2.87251149345087e-23	Per	AEBP2
TRIM44	3.95850057321336e-27	0.252895851708842	0.457	0.402	5.95952261297271e-23	Per	TRIM44
KAT6B	1.72170945805308e-26	0.284888037413905	0.401	0.342	2.59203358909891e-22	Per	KAT6B
NDUFS4	2.12718904951709e-26	0.263871947000467	0.282	0.223	3.20248311404798e-22	Per	NDUFS4
OSBPL8	3.48380539418879e-26	0.25304776501855	0.456	0.4	5.24486902095123e-22	Per	OSBPL8
SECISBP2	7.01425212238451e-26	0.266726745845755	0.349	0.292	1.05599565702499e-21	Per	SECISBP2
CASK	9.30172148850146e-25	0.257290135385264	0.411	0.356	1.4003741700939e-20	Per	CASK
UBE2E21	5.75437431977489e-23	0.251004002797869	0.555	0.5	8.6632105384211e-19	Per	UBE2E2
LIMS1	1.35618787884472e-21	0.250753672664564	0.424	0.372	2.04174085160073e-17	Per	LIMS1
TMCC1	2.06093014729355e-21	0.251285924102712	0.481	0.434	3.10273033675043e-17	Per	TMCC1
FOXK1	3.5001743792931e-20	0.258441031707814	0.326	0.278	5.26951252802575e-16	Per	FOXK1
CAMK1D	1.86658250937051e-14	0.267981314882097	0.531	0.497	2.81013996785731e-10	Per	CAMK1D
HIPK2	8.39010619662278e-13	0.298834282654017	0.368	0.339	1.26313048790156e-08	Per	HIPK2
TAGLN	0	4.53737742680397	0.803	0.116	0	SMC	TAGLN
MYH11	0	4.15714712956542	0.624	0.02	0	SMC	MYH11
SLIT3	0	3.64060074718707	0.778	0.095	0	SMC	SLIT3
ACTA2	0	3.37330952711687	0.682	0.143	0	SMC	ACTA2
MYL9	0	3.2613464240262	0.715	0.161	0	SMC	MYL9
KCNAB1	0	3.13627931031414	0.6	0.068	0	SMC	KCNAB1
RGS61	0	3.12208116738294	0.707	0.135	0	SMC	RGS6
MCAM1	0	2.9986646082367	0.756	0.127	0	SMC	MCAM
FLNA	0	2.80624054566905	0.753	0.274	0	SMC	FLNA
C11orf961	0	2.6703115053654	0.754	0.149	0	SMC	C11orf96
LMOD1	0	2.5226887998692	0.54	0.065	0	SMC	LMOD1
CRISPLD21	0	2.45218557132171	0.637	0.163	0	SMC	CRISPLD2
MYOCD	0	2.33061372467116	0.435	0.015	0	SMC	MYOCD
ADIRF	0	2.3052415603283	0.627	0.188	0	SMC	ADIRF
ADAMTS1	0	2.29968039755277	0.598	0.148	0	SMC	ADAMTS1
RCAN21	0	2.2949816424435	0.689	0.224	0	SMC	RCAN2
LTBP1	0	2.26866881240859	0.667	0.236	0	SMC	LTBP1
PDE3A1	0	2.25170195294018	0.766	0.273	0	SMC	PDE3A
FHL5	0	2.23481589617781	0.452	0.06	0	SMC	FHL5
ZBTB7C	0	2.19870131696915	0.463	0.1	0	SMC	ZBTB7C
TPM2	0	2.19040707688132	0.496	0.103	0	SMC	TPM2
PIP5K1B1	0	2.17289079376924	0.578	0.176	0	SMC	PIP5K1B
ZFHX31	0	2.06017351915779	0.892	0.633	0	SMC	ZFHX3
CSRP1	0	2.04885410795536	0.406	0.067	0	SMC	CSRP1
CARMIL1	0	1.99221945838643	0.497	0.136	0	SMC	CARMIL1
PTP4A3	0	1.93470456162261	0.467	0.071	0	SMC	PTP4A3
LPP1	0	1.9338713538943	0.939	0.776	0	SMC	LPP
JAG11	0	1.8748343263142	0.718	0.299	0	SMC	JAG1
CACNA1C1	0	1.85137679105705	0.864	0.474	0	SMC	CACNA1C
TMEM131L	0	1.79311265086611	0.306	0.021	0	SMC	TMEM131L
MYLK	0	1.78772800545377	0.487	0.088	0	SMC	MYLK
ARHGEF10L	0	1.78326372760189	0.442	0.106	0	SMC	ARHGEF10L
PRKG11	0	1.73220948650443	0.912	0.532	0	SMC	PRKG1
LDB3	0	1.65766340369179	0.336	0.012	0	SMC	LDB3
DGKG	0	1.61715166630102	0.425	0.092	0	SMC	DGKG
FAM129A	0	1.60939642445377	0.462	0.108	0	SMC	FAM129A
CALD11	0	1.5165170455862	0.956	0.649	0	SMC	CALD1
PDLIM3	0	1.35465141058811	0.253	0.025	0	SMC	PDLIM3
NOTCH31	0	1.32967415912768	0.672	0.209	0	SMC	NOTCH3
SOD3	0	1.23845360514742	0.289	0.045	0	SMC	SOD3
SPEG	0	1.18675496609619	0.256	0.022	0	SMC	SPEG
JPH2	0	1.15143462471097	0.261	0.017	0	SMC	JPH2
CTNNA3	2.40367884618422e-299	1.85283957728293	0.557	0.177	3.61873850293034e-295	SMC	CTNNA3
HSPB1	2.79476975687886e-298	2.2836588086413	0.621	0.237	4.20752586898113e-294	SMC	HSPB1
AKAP6	2.88148415414635e-297	1.79667893565483	0.45	0.118	4.33807439406733e-293	SMC	AKAP6
SH3RF3	4.60959145278391e-291	1.88820684594929	0.575	0.195	6.93973993216618e-287	SMC	SH3RF3
TBX21	2.41850701465421e-290	1.36063524196688	0.494	0.132	3.64106231056192e-286	SMC	TBX2
FILIP1	4.27070432159613e-289	1.57858231447183	0.401	0.092	6.42954535616297e-285	SMC	FILIP1
PRDM16	1.33867906423145e-287	1.36161373117553	0.304	0.053	2.01538133120044e-283	SMC	PRDM16
CSPG41	1.54750204440873e-283	1.324472493616	0.412	0.098	2.32976432785735e-279	SMC	CSPG4
IGFBP41	1.75398001310937e-271	1.63719316050141	0.526	0.169	2.64061690973616e-267	SMC	IGFBP4
CRYAB	1.06654927637289e-267	1.92194543409988	0.435	0.119	1.60568993557939e-263	SMC	CRYAB
PALLD	5.62651687666267e-259	1.57041100106477	0.389	0.098	8.47072115781566e-255	SMC	PALLD
COL14A1	2.77217720107181e-251	1.40594711583282	0.322	0.067	4.17351277621361e-247	SMC	COL14A1
DSTN1	1.62760254577681e-249	2.06324481321892	0.616	0.275	2.45035563266698e-245	SMC	DSTN
DTNA1	1.28018070751563e-239	1.60901474978822	0.495	0.165	1.92731205516478e-235	SMC	DTNA
COL4A11	1.36764261951751e-235	2.10982076546125	0.704	0.373	2.05898596368361e-231	SMC	COL4A1
CACNB21	4.87558695172703e-234	1.48162033715181	0.742	0.354	7.34019615582504e-230	SMC	CACNB2
ACTB1	4.14461016727363e-231	2.14484324144715	0.81	0.542	6.23971060683044e-227	SMC	ACTB
ITGA71	4.17629068195883e-231	1.13493898592665	0.393	0.103	6.28740562168901e-227	SMC	ITGA7
RYR2	1.95405000098467e-229	2.03784093301763	0.413	0.124	2.94182227648242e-225	SMC	RYR2
TTLL71	9.50259591349645e-228	1.37396963157857	0.541	0.197	1.43061581477689e-223	SMC	TTLL7
GRID21	1.50665312057343e-226	1.94200791832754	0.468	0.152	2.2682662730233e-222	SMC	GRID2
INPP4B1	6.40536452997826e-223	1.54908539316773	0.677	0.306	9.64327629988227e-219	SMC	INPP4B
S100A6	2.62150718091814e-220	1.70016312557529	0.471	0.161	3.94667906087226e-216	SMC	S100A6
PRUNE2	6.59469063237691e-220	1.87776220433696	0.299	0.067	9.92830674704344e-216	SMC	PRUNE2
APOE	1.42388281561676e-214	1.86339860173393	0.415	0.126	2.14365557891104e-210	SMC	APOE
HIPK21	8.7089670360289e-213	1.7239555423287	0.647	0.329	1.31113498727415e-208	SMC	HIPK2
MFGE81	4.76566004589597e-207	1.46423574911838	0.537	0.215	7.17470119909638e-203	SMC	MFGE8
HIP11	4.81341159854146e-201	1.55003999269155	0.739	0.453	7.24659116160417e-197	SMC	HIP1
CLMN1	1.06432890389664e-198	1.26159432769354	0.625	0.264	1.60234716481639e-194	SMC	CLMN
COL4A21	8.1888516250809e-198	1.46017515308923	0.762	0.47	1.23283161215593e-193	SMC	COL4A2
C1QTNF11	2.23393616103703e-197	1.15967521043444	0.433	0.137	3.36319089044124e-193	SMC	C1QTNF1
PPM1L1	4.44728389663009e-196	1.60536568706843	0.584	0.257	6.6953859063766e-192	SMC	PPM1L
RBPMS1	1.34681313092397e-194	1.5613159520444	0.843	0.654	2.02762716860604e-190	SMC	RBPMS
SLC38A111	4.00976187991285e-194	1.16238523726381	0.631	0.239	6.03669651020879e-190	SMC	SLC38A11
SORBS21	8.61652753274532e-190	1.45665782306054	0.747	0.415	1.29721822005481e-185	SMC	SORBS2
SOX6	2.60018099879278e-189	1.47816726306703	0.402	0.127	3.91457249368253e-185	SMC	SOX6
PDGFA	1.63922831602245e-188	1.02115150045054	0.328	0.086	2.4678582297718e-184	SMC	PDGFA
NEURL1B1	5.23161025070748e-188	1.17181676823764	0.352	0.097	7.87618923244011e-184	SMC	NEURL1B
DYNC1I11	1.02485615381084e-185	1.32715901316083	0.491	0.18	1.54292093956222e-181	SMC	DYNC1I1
RNF1521	9.03148611642922e-183	1.31407228572083	0.666	0.311	1.35969023482842e-178	SMC	RNF152
ACTN11	4.87437039126163e-181	1.43345801438344	0.648	0.353	7.33836462404438e-177	SMC	ACTN1
SMURF11	8.67946528551906e-181	1.61063482312851	0.643	0.358	1.30669349873489e-176	SMC	SMURF1
BCAM1	3.13049472037643e-179	1.26238103430021	0.436	0.155	4.71295980152672e-175	SMC	BCAM
PDLIM51	2.08607017521834e-178	1.76493998363387	0.709	0.459	3.14057864879121e-174	SMC	PDLIM5
MAP1B1	5.79782209850412e-178	1.25827260605062	0.692	0.386	8.72862116929795e-174	SMC	MAP1B
PLCE11	1.91689271781386e-172	1.31348055056895	0.648	0.318	2.88588198666877e-168	SMC	PLCE1
HEYL1	5.64969199135381e-172	1.12047325702469	0.37	0.112	8.50561129298316e-168	SMC	HEYL
SLC8A1	3.2027264827522e-171	1.6907808096967	0.407	0.142	4.82170471978343e-167	SMC	SLC8A1
NR4A1	1.09773866441263e-170	1.61093725422169	0.419	0.149	1.65264555927321e-166	SMC	NR4A1
EDIL31	2.24324252099254e-169	1.21393939307171	0.563	0.248	3.37720161535426e-165	SMC	EDIL3
EDNRA1	5.40710252266422e-169	1.14262289462786	0.402	0.131	8.14039284787098e-165	SMC	EDNRA
FBLIM1	1.23163542190968e-165	0.957160622360098	0.343	0.102	1.85422712768502e-161	SMC	FBLIM1
NTN4	1.8825716684349e-163	1.24358974532345	0.366	0.117	2.83421164682874e-159	SMC	NTN4
GPRC5C1	2.52364031176862e-161	0.976886280525243	0.34	0.102	3.79934048936766e-157	SMC	GPRC5C
DMD2	2.61920128264226e-156	1.42898385531049	0.764	0.508	3.94320753101792e-152	SMC	DMD
NFASC1	3.8902943640722e-153	1.18787379329031	0.436	0.166	5.8568381651107e-149	SMC	NFASC
TRABD2B	9.32847544304176e-153	1.24991033708818	0.305	0.09	1.40440197794994e-148	SMC	TRABD2B
MYL6	2.70729615634372e-152	1.6303478917441	0.539	0.273	4.07583436337547e-148	SMC	MYL6
FAM13C1	2.03141929838478e-151	1.15419823318924	0.373	0.124	3.05830175371828e-147	SMC	FAM13C
SOX52	3.05977540065491e-150	1.17059339127175	0.832	0.631	4.60649186568597e-146	SMC	SOX5
MGP	1.54279704418604e-148	1.32776516630966	0.348	0.113	2.32268095002209e-144	SMC	MGP
SETBP11	1.73918672537359e-148	1.31712530677471	0.683	0.406	2.61834561504994e-144	SMC	SETBP1
FBXO321	2.04848521111056e-147	1.28832722921276	0.425	0.164	3.08399448532694e-143	SMC	FBXO32
IGFBP71	1.99092727747065e-146	1.06431816044141	0.848	0.603	2.99734101623206e-142	SMC	IGFBP7
SYNPO21	2.17024297817002e-146	1.51063436497348	0.576	0.291	3.26730080363497e-142	SMC	SYNPO2
ADCY51	3.24297375450299e-146	1.25612860398676	0.494	0.217	4.88229698740426e-142	SMC	ADCY5
SYTL2	1.88185318174127e-144	1.19262745274868	0.333	0.108	2.83312996511148e-140	SMC	SYTL2
ADCY31	1.5209095605697e-141	1.32868184760929	0.566	0.285	2.28972934343768e-137	SMC	ADCY3
PDE1A1	5.71596771696771e-141	1.23231268497352	0.499	0.213	8.60538939789489e-137	SMC	PDE1A
CAP2	7.80890516043059e-139	1.08811361521981	0.339	0.115	1.17563067190283e-134	SMC	CAP2
ITGA3	1.37386317023727e-133	0.934376280110226	0.28	0.083	2.06835100279222e-129	SMC	ITGA3
ERBB4	3.82254027465433e-133	1.47093851415271	0.399	0.16	5.7548343834921e-129	SMC	ERBB4
PPP1R14A	6.13821263439105e-132	1.10868179134992	0.321	0.107	9.24107912107573e-128	SMC	PPP1R14A
SLC22A31	1.76875438933879e-130	1.16077558279085	0.455	0.194	2.66285973314954e-126	SMC	SLC22A3
TBC1D11	8.14408968980345e-130	1.26085583056376	0.644	0.4	1.22609270279991e-125	SMC	TBC1D1
AEBP11	1.34386799709136e-129	1.25017762982356	0.36	0.136	2.02319326962104e-125	SMC	AEBP1
MYO1D1	4.03964693184897e-129	1.21076774036199	0.523	0.258	6.08168845589863e-125	SMC	MYO1D
IGFBP51	3.66006901895001e-128	0.930948851757136	0.353	0.121	5.51023390802924e-124	SMC	IGFBP5
EBF11	5.06008109170736e-128	1.04497142107159	0.855	0.73	7.61795208356543e-124	SMC	EBF1
RASL121	1.76219999452215e-126	0.811386704554856	0.256	0.072	2.65299209175309e-122	SMC	RASL12
PLS3	1.64375620439479e-125	1.23848133855825	0.482	0.228	2.47467496571636e-121	SMC	PLS3
PGF1	2.01434908210317e-125	0.848004223256416	0.289	0.089	3.03260254310632e-121	SMC	PGF
KCNMA1	9.39710798118996e-122	0.493289476787146	0.349	0.126	1.41473460656815e-117	SMC	KCNMA1
ANGPT1	4.55976613268714e-121	1.14175425067853	0.278	0.087	6.86472791276048e-117	SMC	ANGPT1
MYOM1	1.61039092013935e-120	1.13479181596926	0.31	0.107	2.4244435302698e-116	SMC	MYOM1
COL18A11	5.83380768815881e-119	1.04518267990167	0.697	0.475	8.78279747452308e-115	SMC	COL18A1
FRY1	1.04574091652858e-118	1.13810948193883	0.674	0.422	1.57436294983377e-114	SMC	FRY
CCDC107	1.94343964162565e-116	0.879992922305792	0.26	0.079	2.92584838046742e-112	SMC	CCDC107
FRMD4A2	4.09695479301713e-116	1.20383132702097	0.684	0.45	6.1679654408873e-112	SMC	FRMD4A
BGN1	1.24006542310947e-114	1.04845262018008	0.522	0.26	1.86691849449131e-110	SMC	BGN
ENAH1	2.1042739138159e-111	1.35160005338623	0.445	0.217	3.16798437724984e-107	SMC	ENAH
ELL21	2.02125525953814e-108	1.26440094800423	0.647	0.416	3.04299979323466e-104	SMC	ELL2
AXL1	3.79057174289433e-108	0.975206780412848	0.492	0.241	5.70670575892741e-104	SMC	AXL
VIM1	1.23487024168631e-107	1.51119688857912	0.661	0.469	1.85909714885874e-103	SMC	VIM
SGIP11	1.05250077620938e-106	0.61558518384427	0.664	0.338	1.58453991858322e-102	SMC	SGIP1
ARID5B	1.99476637371596e-104	1.09576604620105	0.541	0.295	3.00312077562938e-100	SMC	ARID5B
PLEKHG31	3.62876750652281e-104	0.845599285139288	0.408	0.176	5.4631094810701e-100	SMC	PLEKHG3
TGFB1I1	5.20890117866867e-104	0.830178836951334	0.257	0.083	7.84200072448568e-100	SMC	TGFB1I1
WTIP1	1.00568351529422e-102	0.935165542575752	0.331	0.13	1.51405653227545e-98	SMC	WTIP
RHOB1	1.7077267143709e-101	1.18378843448983	0.563	0.339	2.57098256848539e-97	SMC	RHOB
GUCY1A11	1.62469928577203e-100	0.751871314142461	0.331	0.124	2.44598477472979e-96	SMC	GUCY1A1
PPP1R12B1	8.76068758452331e-100	1.15752404123677	0.641	0.446	1.31892151584998e-95	SMC	PPP1R12B
PDK41	7.0315845250681e-99	1.87879998644326	0.434	0.223	1.058605050249e-94	SMC	PDK4
MSRB31	5.63959791183844e-98	1.09020776577623	0.587	0.372	8.49041465627278e-94	SMC	MSRB3
EHBP1L1	8.36334322252489e-98	0.896431821174839	0.356	0.151	1.25910132215112e-93	SMC	EHBP1L1
SELENOM1	3.9053457684595e-94	1.06801849832254	0.388	0.181	5.87949805441577e-90	SMC	SELENOM
UBA21	2.94452358230528e-93	0.944318236723799	0.576	0.357	4.4329802531606e-89	SMC	UBA2
SSBP31	6.76797931857896e-93	1.3112266268406	0.602	0.406	1.01891928641206e-88	SMC	SSBP3
DGKB1	1.05832131528295e-92	0.949462196710679	0.474	0.23	1.59330274015849e-88	SMC	DGKB
TPM41	1.10597422015101e-92	1.27485243152718	0.542	0.337	1.66504418843735e-88	SMC	TPM4
ATP2B4	1.42389166203107e-92	0.936687508080994	0.507	0.283	2.14366889718778e-88	SMC	ATP2B4
PPP1R12A1	9.33169456766568e-91	0.912861192405899	0.727	0.59	1.40488661716207e-86	SMC	PPP1R12A
TNS31	9.72305435145059e-91	0.938501376054565	0.432	0.21	1.46380583261089e-86	SMC	TNS3
C2CD21	1.63591420557972e-90	1.21052854995303	0.593	0.391	2.46286883650027e-86	SMC	C2CD2
CDH61	9.23154573446365e-90	0.803143100638352	0.496	0.243	1.3898092103235e-85	SMC	CDH6
NTN1	4.95613001156666e-89	1.03284443340794	0.27	0.099	7.46145373241361e-85	SMC	NTN1
ITPR11	7.91912309055724e-89	1.00338363299649	0.52	0.294	1.19222398128339e-84	SMC	ITPR1
GJA41	5.02719487085476e-88	0.635885046361837	0.263	0.091	7.56844187807184e-84	SMC	GJA4
HEY21	2.16517218301016e-87	0.764242279650619	0.326	0.133	3.2596667215218e-83	SMC	HEY2
ARHGEF71	2.44029148032254e-87	0.996129448482952	0.68	0.511	3.67385882362559e-83	SMC	ARHGEF7
MAPRE21	4.3962574617729e-87	1.04501209984491	0.468	0.258	6.6185656086991e-83	SMC	MAPRE2
TINAGL11	2.33354217060268e-84	0.707025803833665	0.364	0.161	3.51314773784233e-80	SMC	TINAGL1
MT-CO11	5.34815947886287e-84	0.860514757865007	0.846	0.74	8.05165409542805e-80	SMC	MT-CO1
CAMK2G1	1.12084136537135e-83	1.04268172856866	0.402	0.205	1.68742667556657e-79	SMC	CAMK2G
CKB	6.56344637871658e-83	1.01824846474912	0.409	0.209	9.8812685231578e-79	SMC	CKB
CAVIN11	8.1105825280002e-83	1.1020037757747	0.374	0.184	1.22104819959043e-78	SMC	CAVIN1
HES41	1.28904720779385e-82	0.520738552162867	0.545	0.278	1.94066057133365e-78	SMC	HES4
PPFIA2	1.70905782610899e-80	1.01840611497452	0.291	0.119	2.57298655720709e-76	SMC	PPFIA2
ATP2A2	6.73854413005614e-80	1.06159166250891	0.541	0.355	1.01448781877995e-75	SMC	ATP2A2
PDGFRB1	1.38429506825216e-79	0.578620762094139	0.722	0.459	2.08405622525363e-75	SMC	PDGFRB
CD1511	6.08980176968235e-79	1.02624398699787	0.378	0.189	9.16819656425677e-75	SMC	CD151
NBEAL11	1.50404807418767e-78	0.796694718815473	0.725	0.588	2.26434437568954e-74	SMC	NBEAL1
EPS81	2.45213412393991e-78	0.74216359256202	0.836	0.673	3.69168792359154e-74	SMC	EPS8
KIRREL11	2.97021596071678e-78	0.911314378215058	0.465	0.254	4.47166012885912e-74	SMC	KIRREL1
MARK11	2.06000275757522e-77	0.822547317490451	0.356	0.163	3.1013341515295e-73	SMC	MARK1
VCL	2.54333682504671e-77	0.838346135590764	0.63	0.444	3.82899359010783e-73	SMC	VCL
TACC21	1.56371776276917e-76	0.851250713675175	0.363	0.175	2.35417709184899e-72	SMC	TACC2
TNS11	2.43995365093724e-76	0.726595518623235	0.755	0.624	3.67335022148601e-72	SMC	TNS1
MT-CO31	8.09062166329956e-76	0.734909915729969	0.906	0.832	1.21804309140975e-71	SMC	MT-CO3
RGL31	4.52594374696768e-75	0.814312216963311	0.382	0.184	6.81380831105984e-71	SMC	RGL3
ZEB21	1.05726281850629e-74	0.940381669235114	0.58	0.378	1.59170917326121e-70	SMC	ZEB2
LGALS11	2.08903704064112e-74	0.953631849113631	0.368	0.181	3.1450452646852e-70	SMC	LGALS1
NR2F21	3.46886469387268e-74	0.83776097525063	0.594	0.388	5.22237579662532e-70	SMC	NR2F2
FHL11	9.44226629390558e-73	1.08274179716018	0.298	0.134	1.42153319054749e-68	SMC	FHL1
ARHGAP102	2.13095572437523e-72	0.738595150400567	0.756	0.516	3.20815384304691e-68	SMC	ARHGAP10
MT-CO21	1.08377012768081e-71	0.726495581597871	0.869	0.773	1.63161592722346e-67	SMC	MT-CO2
INPP5A	1.65220619088469e-71	0.966318127411455	0.455	0.267	2.48739642037689e-67	SMC	INPP5A
TMOD11	2.69066343436882e-71	0.61809357132842	0.464	0.245	4.05079380044225e-67	SMC	TMOD1
ECE11	4.13288492933127e-71	0.90110574543588	0.667	0.523	6.22205826110822e-67	SMC	ECE1
MT-ND11	1.40853435743597e-69	0.785624592138074	0.78	0.659	2.12054847511986e-65	SMC	MT-ND1
CAV1	1.66026957702324e-67	0.791564156244995	0.324	0.152	2.49953584820848e-63	SMC	CAV1
FRZB1	2.79884399370667e-67	0.88943762253562	0.316	0.149	4.21365963252539e-63	SMC	FRZB
TBX181	1.26022055919073e-66	0.787068002865778	0.518	0.316	1.89726205186165e-62	SMC	TBX18
CBX6	4.02471703027129e-66	0.690968321822703	0.31	0.145	6.05921148907342e-62	SMC	CBX6
PTMA1	6.53825120901149e-66	0.964331538782246	0.598	0.426	9.84333719516681e-62	SMC	PTMA
MEF2D1	1.45667754337212e-65	0.752469615009993	0.377	0.198	2.19302804154673e-61	SMC	MEF2D
SMTN1	1.70025161997604e-65	0.754183227618109	0.361	0.181	2.55972881387393e-61	SMC	SMTN
EFHD11	2.30122472030535e-65	0.714900980759283	0.395	0.203	3.46449381641971e-61	SMC	EFHD1
